airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Indigo,6E-6917,Kolkata,Afternoon,one,Night,Mumbai,Economy,6.7,30,6378
Air_India,AI-541,Hyderabad,Evening,one,Evening,Kolkata,Economy,27.04,2,11717
Vistara,UK-834,Chennai,Evening,one,Evening,Kolkata,Economy,25.07,6,18039
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Kolkata,Business,15.29,9,72292
Vistara,UK-963,Delhi,Morning,one,Night,Hyderabad,Business,11.98,13,52607
Vistara,UK-910,Mumbai,Evening,one,Night,Hyderabad,Business,5.28,41,53129
Air_India,AI-440,Chennai,Early_Morning,one,Night,Kolkata,Business,16.09,20,56425
Vistara,UK-890,Hyderabad,Evening,zero,Evening,Delhi,Business,2.33,8,23954
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Bangalore,Business,15.53,45,59133
Vistara,UK-910,Mumbai,Evening,one,Night,Bangalore,Business,5.81,36,71407
Vistara,UK-776,Kolkata,Evening,one,Late_Night,Delhi,Business,7.09,49,55073
Vistara,UK-850,Bangalore,Evening,one,Morning,Delhi,Business,12.79,30,49779
Air_India,AI-570,Mumbai,Early_Morning,zero,Early_Morning,Chennai,Economy,1.8,11,5993
Air_India,AI-569,Chennai,Early_Morning,one,Night,Hyderabad,Business,15.04,1,44013
Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,Business,6.79,11,70543
Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Business,8.03,19,54400
Air_India,AI-430,Chennai,Morning,one,Night,Hyderabad,Economy,13.63,17,4530
Vistara,UK-814,Bangalore,Night,one,Morning,Chennai,Business,12.85,18,62454
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,10.92,7,11688
Air_India,AI-483,Delhi,Evening,one,Night,Kolkata,Economy,27.59,38,7330
Air_India,AI-439,Delhi,Early_Morning,one,Afternoon,Kolkata,Business,7.92,16,47336
Vistara,UK-828,Chennai,Early_Morning,one,Morning,Bangalore,Business,25.86,5,42994
Air_India,AI-633,Mumbai,Early_Morning,two_or_more,Evening,Kolkata,Economy,13.32,47,7145
Air_India,AI-781,Kolkata,Afternoon,one,Evening,Delhi,Business,28.06,6,43004
Indigo,6E-6741,Kolkata,Night,one,Late_Night,Hyderabad,Economy,3.76,49,4405
Vistara,UK-958,Mumbai,Afternoon,one,Night,Chennai,Business,7.95,36,48024
Vistara,UK-873,Mumbai,Early_Morning,zero,Early_Morning,Hyderabad,Business,1.49,48,17224
Vistara,UK-824,Chennai,Night,one,Morning,Delhi,Economy,13.41,27,5389
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Business,15.9,11,45755
Vistara,UK-776,Kolkata,Evening,one,Morning,Bangalore,Business,17.07,32,50819
Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Business,7.14,12,58689
Vistara,UK-866,Bangalore,Night,one,Afternoon,Delhi,Economy,14.89,45,7167
AirAsia,I5-710,Delhi,Morning,one,Evening,Bangalore,Economy,7.47,28,3034
Vistara,UK-706,Kolkata,Morning,one,Night,Hyderabad,Economy,12.68,42,5529
Vistara,UK-988,Mumbai,Night,one,Evening,Bangalore,Business,20.11,31,72532
Air_India,AI-440,Chennai,Early_Morning,zero,Morning,Delhi,Economy,2.49,27,2315
Vistara,UK-859,Delhi,Morning,one,Evening,Bangalore,Economy,9.29,43,3389
Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.02,15,2332
Vistara,UK-778,Kolkata,Afternoon,zero,Evening,Delhi,Business,2.15,45,46550
Air_India,AI-624,Delhi,Evening,one,Evening,Bangalore,Business,23.42,17,41613
Air_India,AI-698,Hyderabad,Night,one,Evening,Delhi,Business,21.12,31,39311
GO_FIRST,G8-701,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,9.77,10,6712
Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,20.32,3,19324
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Chennai,Economy,13.35,27,4664
Indigo,6E-5217,Mumbai,Evening,one,Night,Bangalore,Economy,6.35,40,2161
Air_India,AI-525,Hyderabad,Early_Morning,one,Evening,Delhi,Business,11.92,27,47413
Vistara,UK-994,Mumbai,Morning,zero,Afternoon,Delhi,Business,2.21,41,41287
Vistara,UK-673,Delhi,Afternoon,two_or_more,Night,Chennai,Economy,9.4,16,8521
SpiceJet,SG-8264,Kolkata,Night,one,Night,Mumbai,Economy,24.18,9,7892
Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Business,21.54,39,50208
Air_India,AI-9643,Delhi,Evening,one,Afternoon,Bangalore,Economy,17.86,17,5558
Vistara,UK-834,Chennai,Evening,one,Morning,Kolkata,Business,15.45,22,68758
Indigo,6E-2247,Delhi,Morning,one,Night,Chennai,Economy,9.1,22,3682
Vistara,UK-830,Hyderabad,Morning,one,Night,Kolkata,Business,12.41,43,55082
Vistara,UK-772,Kolkata,Morning,one,Evening,Chennai,Business,9.42,22,55965
Vistara,UK-824,Chennai,Night,one,Morning,Delhi,Business,12.18,22,52195
Air_India,AI-411,Delhi,Early_Morning,one,Afternoon,Mumbai,Business,6.15,22,32671
Air_India,AI-773,Kolkata,Evening,one,Night,Delhi,Economy,6.66,27,6581
AirAsia,I5-1576,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,5.5,26,3391
AirAsia,I5-1530,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,5.9,45,3296
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Chennai,Business,17.06,30,52588
Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,Business,12.16,48,52354
SpiceJet,SG-8207,Delhi,Evening,zero,Night,Chennai,Economy,2.68,25,3184
Vistara,UK-880,Hyderabad,Afternoon,zero,Afternoon,Delhi,Economy,2.34,28,3101
Air_India,AI-770,Kolkata,Night,one,Evening,Mumbai,Economy,19.72,41,8408
Air_India,AI-770,Kolkata,Night,one,Morning,Hyderabad,Business,14.02,21,53670
Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,Economy,12.46,27,5826
Indigo,6E-716,Kolkata,Night,zero,Late_Night,Bangalore,Economy,2.91,26,3716
Air_India,AI-538,Chennai,Night,one,Morning,Hyderabad,Business,15.77,38,51421
Indigo,6E-6488,Kolkata,Morning,one,Night,Mumbai,Economy,11.31,39,3420
Air_India,AI-441,Delhi,Evening,one,Afternoon,Kolkata,Business,18.4,25,55905
Air_India,AI-867,Mumbai,Night,one,Evening,Bangalore,Business,18.74,22,53263
Indigo,6E-5175,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.89,5,7376
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.99,8,11010
Air_India,AI-442,Mumbai,Afternoon,one,Morning,Kolkata,Economy,17.5,42,4926
Air_India,AI-665,Delhi,Early_Morning,one,Night,Kolkata,Business,15.78,26,55262
Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Mumbai,Business,13.88,21,49272
GO_FIRST,G8-319,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,41,2372
Air_India,AI-442,Mumbai,Afternoon,one,Afternoon,Kolkata,Business,20.97,3,55242
Vistara,UK-975,Delhi,Early_Morning,one,Night,Chennai,Business,16.79,46,60480
Vistara,UK-930,Mumbai,Early_Morning,one,Night,Chennai,Business,12.72,42,64516
SpiceJet,SG-1063,Delhi,Evening,zero,Night,Mumbai,Economy,2.27,6,6150
Vistara,UK-830,Hyderabad,Morning,zero,Afternoon,Delhi,Business,2.32,38,25027
Vistara,UK-852,Bangalore,Morning,one,Late_Night,Delhi,Business,15.45,29,43442
Vistara,UK-874,Hyderabad,Morning,one,Morning,Chennai,Business,27.47,8,41914
Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Business,9.21,49,54458
Air_India,AI-672,Chennai,Evening,one,Morning,Bangalore,Business,18.94,40,43739
Vistara,UK-738,Kolkata,Evening,one,Night,Chennai,Economy,25.61,19,6832
Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Business,5.68,9,54834
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Delhi,Business,7.78,14,53940
SpiceJet,SG-387,Kolkata,Night,one,Morning,Mumbai,Economy,10.83,42,5873
Vistara,UK-854,Bangalore,Evening,zero,Night,Mumbai,Business,1.71,42,20260
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Business,14.88,21,49021
Vistara,UK-816,Bangalore,Morning,one,Night,Chennai,Business,11.1,32,59710
Vistara,UK-811,Delhi,Early_Morning,zero,Morning,Bangalore,Business,2.85,21,32153
Air_India,AI-765,Kolkata,Evening,one,Evening,Delhi,Business,26.56,17,46899
Vistara,UK-807,Delhi,Night,zero,Night,Bangalore,Business,2.79,7,34053
Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Business,7.45,13,53740
Air_India,AI-888,Mumbai,Evening,one,Evening,Chennai,Business,24.11,28,50031
Vistara,UK-890,Hyderabad,Evening,one,Morning,Chennai,Business,16.46,43,61021
Indigo,6E-379,Bangalore,Morning,one,Afternoon,Mumbai,Economy,4.9,22,5000
Indigo,6E-2082,Delhi,Evening,zero,Night,Bangalore,Economy,2.81,30,4562
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Hyderabad,Business,13.27,25,55808
Indigo,6E-7264,Kolkata,Evening,one,Night,Hyderabad,Economy,5.66,24,6386
Vistara,UK-988,Mumbai,Night,one,Night,Chennai,Business,23.24,36,62803
Air_India,AI-687,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.37,28,5129
Vistara,UK-876,Hyderabad,Night,one,Evening,Kolkata,Economy,19.42,6,12073
GO_FIRST,G8-808,Bangalore,Afternoon,one,Evening,Delhi,Economy,5.27,46,4288
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Business,9.92,45,54760
Vistara,UK-822,Chennai,Morning,two_or_more,Early_Morning,Hyderabad,Economy,22.23,32,5899
Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Business,9.62,26,55527
Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Economy,9.87,24,4635
Vistara,UK-659,Hyderabad,Morning,one,Evening,Kolkata,Economy,8.54,5,17170
Indigo,6E-541,Bangalore,Morning,one,Evening,Kolkata,Economy,7.81,3,9212
Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,Business,22.06,8,36966
Air_India,AI-9891,Hyderabad,Evening,two_or_more,Morning,Mumbai,Economy,15.01,40,8087
Vistara,UK-876,Hyderabad,Night,one,Evening,Bangalore,Business,20.25,21,38556
Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Economy,14.35,33,6170
Vistara,UK-944,Mumbai,Afternoon,one,Night,Chennai,Business,8.11,43,61750
Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Business,10.27,8,57127
AirAsia,I5-747,Delhi,Evening,one,Late_Night,Mumbai,Economy,5.75,33,2420
Indigo,6E-807,Bangalore,Morning,one,Evening,Mumbai,Economy,6.92,48,3350
Vistara,UK-823,Mumbai,Evening,zero,Evening,Chennai,Business,1.97,12,24456
Vistara,UK-846,Bangalore,Morning,one,Morning,Chennai,Business,24.54,40,43537
SpiceJet,SG-3281,Kolkata,Afternoon,one,Morning,Bangalore,Economy,20.11,17,5400
Air_India,AI-430,Chennai,Morning,one,Late_Night,Bangalore,Business,14.1,24,61900
Air_India,AI-573,Bangalore,Afternoon,two_or_more,Evening,Hyderabad,Economy,30.6,4,20811
Air_India,AI-544,Delhi,Evening,one,Morning,Kolkata,Business,14.95,10,43346
Air_India,AI-439,Delhi,Early_Morning,one,Afternoon,Kolkata,Business,7.8,35,46597
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,12.08,28,59484
Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Business,23.94,11,53249
Air_India,AI-888,Mumbai,Evening,one,Afternoon,Kolkata,Business,17.46,21,49794
Vistara,UK-773,Mumbai,Evening,one,Morning,Delhi,Economy,16.16,35,7882
SpiceJet,SG-8903,Delhi,Morning,one,Evening,Kolkata,Economy,8.02,8,10959
Indigo,6E-6217,Chennai,Night,one,Early_Morning,Mumbai,Economy,7.04,37,2796
Air_India,AI-770,Kolkata,Night,one,Morning,Mumbai,Business,13.38,31,49878
Vistara,UK-890,Hyderabad,Evening,zero,Evening,Delhi,Business,2.31,25,38161
Air_India,AI-665,Delhi,Early_Morning,one,Night,Hyderabad,Business,13.62,11,40542
Vistara,UK-772,Kolkata,Morning,one,Night,Chennai,Economy,12.89,49,7037
Indigo,6E-7257,Bangalore,Morning,one,Evening,Hyderabad,Economy,8.09,20,4095
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Kolkata,Business,16.83,4,53534
SpiceJet,SG-8264,Kolkata,Night,one,Morning,Mumbai,Economy,10.61,3,7888
Vistara,UK-854,Bangalore,Evening,one,Evening,Kolkata,Economy,22.48,37,6103
GO_FIRST,G8-7548,Bangalore,Evening,zero,Night,Mumbai,Economy,1.75,15,4978
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,10.11,8,13509
Vistara,UK-981,Delhi,Night,one,Morning,Chennai,Business,10.97,25,60236
GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.26,33,6405
AirAsia,I5-766,Hyderabad,Night,two_or_more,Early_Morning,Mumbai,Economy,10.05,26,2158
Air_India,AI-439,Delhi,Early_Morning,zero,Morning,Chennai,Business,2.72,16,27591
AirAsia,I5-1518,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,5.93,47,1951
Vistara,UK-852,Bangalore,Morning,one,Afternoon,Delhi,Business,5.15,37,42541
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Bangalore,Business,12.45,41,60480
Air_India,AI-806,Mumbai,Early_Morning,one,Afternoon,Kolkata,Business,6.44,40,49344
Air_India,AI-624,Delhi,Evening,one,Morning,Bangalore,Business,16.0,12,40740
Air_India,AI-762,Delhi,Night,one,Evening,Mumbai,Economy,21.98,15,6388
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Mumbai,Business,12.34,17,53444
Vistara,UK-657,Bangalore,Morning,two_or_more,Night,Mumbai,Business,9.9,4,100490
Indigo,6E-379,Kolkata,Early_Morning,one,Morning,Chennai,Economy,5.16,28,5390
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10.8,21,64965
Air_India,AI-806,Mumbai,Early_Morning,one,Night,Bangalore,Business,12.11,26,56363
Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Economy,20.22,23,4028
Vistara,UK-802,Bangalore,Evening,one,Morning,Kolkata,Business,14.75,43,59619
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Business,14.92,11,62931
AirAsia,I5-631,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.61,22,2329
GO_FIRST,G8-303,Mumbai,Evening,zero,Night,Chennai,Economy,2.01,49,2978
Vistara,UK-996,Mumbai,Evening,one,Night,Bangalore,Business,28.38,1,76737
Indigo,6E-6151,Hyderabad,Morning,one,Evening,Kolkata,Economy,7.21,8,4903
Indigo,6E-6219,Chennai,Morning,one,Evening,Delhi,Economy,9.3,20,7408
Vistara,UK-852,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,22.45,15,7596
Vistara,UK-850,Bangalore,Evening,one,Late_Night,Delhi,Economy,5.19,28,4278
Air_India,AI-604,Bangalore,Morning,one,Night,Delhi,Economy,12.6,47,4190
Vistara,UK-834,Chennai,Evening,one,Evening,Kolkata,Economy,26.26,17,11939
Vistara,UK-860,Hyderabad,Early_Morning,zero,Morning,Delhi,Economy,1.95,19,2342
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,14.96,45,70267
Air_India,AI-660,Mumbai,Evening,one,Morning,Chennai,Business,15.19,14,46811
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Chennai,Business,9.8,24,80492
Indigo,6E-7149,Chennai,Evening,one,Night,Hyderabad,Economy,4.12,45,1131
GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.19,16,2360
Vistara,UK-994,Mumbai,Morning,one,Night,Bangalore,Business,10.02,10,69355
Indigo,6E-5389,Bangalore,Evening,zero,Evening,Mumbai,Economy,1.81,31,2240
Indigo,6E-394,Kolkata,Afternoon,one,Night,Delhi,Economy,6.95,3,11487
Indigo,6E-5369,Hyderabad,Evening,zero,Evening,Mumbai,Economy,1.63,8,5798
Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Business,6.62,18,40914
Indigo,6E-126,Chennai,Evening,zero,Evening,Mumbai,Economy,1.88,13,6334
Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Business,20.23,16,45458
Vistara,UK-824,Chennai,Night,one,Morning,Bangalore,Business,14.16,14,45768
Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Business,2.25,22,35189
Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,4.43,19,5567
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15.08,37,6683
Air_India,AI-763,Kolkata,Early_Morning,one,Night,Mumbai,Business,15.21,16,50718
Air_India,AI-442,Mumbai,Afternoon,one,Evening,Kolkata,Business,27.73,29,51703
Vistara,UK-950,Mumbai,Night,one,Morning,Kolkata,Business,11.64,15,57613
Air_India,AI-695,Mumbai,Morning,one,Afternoon,Delhi,Business,27.28,42,43127
Indigo,6E-6612,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.49,49,4276
Vistara,UK-706,Kolkata,Morning,two_or_more,Evening,Chennai,Economy,33.71,18,15363
Air_India,AI-805,Delhi,Evening,one,Early_Morning,Chennai,Business,11.06,45,45285
Indigo,6E-512,Kolkata,Afternoon,one,Evening,Chennai,Economy,6.02,19,6497
Indigo,6E-221,Delhi,Night,one,Late_Night,Bangalore,Economy,5.11,30,3231
Air_India,AI-764,Delhi,Evening,two_or_more,Morning,Chennai,Business,18.0,4,70140
Vistara,UK-772,Kolkata,Morning,one,Morning,Chennai,Economy,25.39,10,13566
Air_India,AI-525,Hyderabad,Early_Morning,zero,Morning,Kolkata,Economy,2.17,37,2198
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Business,16.14,25,45023
Air_India,AI-639,Mumbai,Morning,zero,Morning,Bangalore,Business,1.67,41,19903
Air_India,AI-631,Mumbai,Evening,one,Afternoon,Delhi,Business,20.54,8,28083
Vistara,UK-841,Mumbai,Morning,one,Evening,Delhi,Business,5.63,25,49185
Indigo,6E-7264,Kolkata,Evening,one,Night,Hyderabad,Economy,5.67,35,6302
SpiceJet,SG-4027,Kolkata,Morning,one,Evening,Mumbai,Economy,8.71,36,19097
Air_India,AI-671,Mumbai,Morning,one,Night,Delhi,Business,14.13,27,48497
SpiceJet,SG-1057,Chennai,Night,zero,Late_Night,Delhi,Economy,2.85,10,7102
Vistara,UK-812,Bangalore,Morning,one,Evening,Kolkata,Business,10.02,19,60626
Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Business,6.22,31,51139
Vistara,UK-986,Mumbai,Night,one,Morning,Chennai,Business,11.19,15,52917
Air_India,AI-840,Hyderabad,Night,one,Evening,Mumbai,Economy,21.17,29,4388
Vistara,UK-893,Bangalore,Evening,two_or_more,Evening,Kolkata,Economy,23.73,7,14078
Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,21.77,24,7181
GO_FIRST,G8-383,Mumbai,Afternoon,one,Late_Night,Hyderabad,Economy,9.4,24,3243
Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Business,10.87,44,48282
GO_FIRST,G8-211,Delhi,Morning,one,Afternoon,Hyderabad,Economy,6.45,21,3993
GO_FIRST,G8-515,Hyderabad,Afternoon,one,Night,Delhi,Economy,5.32,45,6374
Air_India,AI-807,Delhi,Evening,zero,Night,Bangalore,Business,2.52,19,32196
Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Bangalore,Business,12.55,30,48636
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Business,11.83,4,82711
AirAsia,I5-741,Bangalore,Morning,zero,Afternoon,Delhi,Economy,3.03,42,4548
Indigo,6E-2247,Delhi,Morning,one,Evening,Bangalore,Economy,7.67,23,3616
Air_India,AI-505,Bangalore,Morning,one,Night,Hyderabad,Business,10.13,26,58112
Air_India,AI-747,Kolkata,Night,one,Evening,Hyderabad,Economy,19.72,37,5479
Vistara,UK-854,Bangalore,Evening,one,Morning,Chennai,Economy,14.35,29,4630
Air_India,AI-559,Hyderabad,Early_Morning,one,Late_Night,Bangalore,Economy,17.57,36,6166
Vistara,UK-988,Mumbai,Night,one,Evening,Hyderabad,Economy,22.92,4,10806
Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Business,5.59,32,53858
Vistara,UK-774,Kolkata,Night,one,Morning,Chennai,Business,15.4,5,56980
Air_India,AI-9894,Chennai,Morning,one,Night,Delhi,Economy,14.15,29,6005
Indigo,6E-514,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,3.73,38,2947
Air_India,AI-887,Delhi,Early_Morning,one,Morning,Chennai,Economy,28.02,33,3837
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Chennai,Economy,9.85,27,4228
Air_India,AI-539,Chennai,Evening,one,Morning,Kolkata,Business,15.93,44,54951
Air_India,AI-541,Hyderabad,Evening,one,Morning,Kolkata,Economy,16.84,48,5331
Vistara,UK-808,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,6.03,6,61692
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Business,13.13,19,68768
AirAsia,I5-972,Bangalore,Evening,two_or_more,Late_Night,Delhi,Economy,9.32,9,17712
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Business,10.15,25,69431
Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Economy,7.49,43,4514
Vistara,UK-708,Kolkata,Night,one,Evening,Hyderabad,Economy,23.66,40,5735
Vistara,UK-867,Bangalore,Afternoon,one,Late_Night,Delhi,Business,12.01,24,50196
Air_India,AI-565,Bangalore,Afternoon,one,Morning,Delhi,Business,20.71,4,45462
SpiceJet,SG-4027,Kolkata,Morning,one,Evening,Delhi,Economy,7.75,40,8137
Vistara,UK-651,Mumbai,Evening,two_or_more,Night,Bangalore,Economy,28.54,16,10500
Indigo,6E-5323,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.79,13,5220
Air_India,AI-473,Delhi,Evening,one,Evening,Mumbai,Economy,22.69,14,8528
Air_India,AI-763,Kolkata,Early_Morning,one,Night,Chennai,Business,16.46,2,55595
Vistara,UK-894,Hyderabad,Evening,two_or_more,Morning,Chennai,Economy,14.14,12,13484
Indigo,6E-6339,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,4.95,24,4371
Vistara,UK-776,Kolkata,Evening,one,Night,Hyderabad,Business,27.39,33,48174
Vistara,UK-867,Bangalore,Afternoon,two_or_more,Night,Chennai,Business,34.2,32,62203
Air_India,AI-770,Kolkata,Night,one,Afternoon,Bangalore,Business,16.05,29,58990
Indigo,6E-6067,Bangalore,Evening,one,Night,Kolkata,Economy,6.29,16,13028
Air_India,AI-732,Kolkata,Afternoon,one,Night,Delhi,Business,10.83,25,54756
Air_India,AI-409,Delhi,Morning,one,Night,Bangalore,Economy,10.32,2,18642
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Bangalore,Business,11.5,49,69880
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,11.21,17,10480
GO_FIRST,G8-320,Bangalore,Evening,one,Early_Morning,Chennai,Economy,12.0,22,4631
Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,34.55,15,10877
Air_India,AI-607,Mumbai,Evening,one,Early_Morning,Kolkata,Business,12.52,1,45274
Vistara,UK-864,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.01,40,5365
GO_FIRST,G8-789,Kolkata,Morning,zero,Morning,Bangalore,Economy,2.66,30,3962
Air_India,AI-887,Delhi,Early_Morning,one,Night,Kolkata,Business,16.56,29,50761
Vistara,UK-958,Mumbai,Afternoon,one,Night,Bangalore,Business,10.09,41,52414
Indigo,6E-5398,Mumbai,Morning,one,Afternoon,Chennai,Economy,5.87,9,9995
Indigo,6E-635,Delhi,Night,one,Early_Morning,Chennai,Economy,10.21,46,3511
Vistara,UK-876,Hyderabad,Night,one,Evening,Delhi,Business,20.47,11,58990
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,16.01,41,48858
Air_India,AI-768,Kolkata,Afternoon,one,Morning,Bangalore,Business,17.23,20,62762
Vistara,UK-876,Hyderabad,Night,one,Evening,Delhi,Economy,20.16,7,10090
Air_India,AI-732,Kolkata,Afternoon,one,Morning,Bangalore,Business,22.34,23,54787
Vistara,UK-738,Kolkata,Evening,one,Evening,Hyderabad,Economy,25.25,33,5437
Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Economy,31.02,32,14635
Vistara,UK-874,Hyderabad,Morning,one,Afternoon,Delhi,Economy,6.2,7,9972
GO_FIRST,G8-519,Kolkata,Evening,one,Late_Night,Delhi,Economy,8.55,33,6622
Vistara,UK-988,Mumbai,Night,one,Afternoon,Hyderabad,Business,15.77,39,60771
Air_India,AI-651,Mumbai,Morning,one,Evening,Delhi,Business,10.01,19,37197
GO_FIRST,G8-305,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,8.15,49,3702
Vistara,UK-930,Mumbai,Early_Morning,one,Night,Bangalore,Business,15.75,18,70494
Vistara,UK-902,Mumbai,Afternoon,one,Morning,Kolkata,Business,17.81,38,60544
Vistara,UK-876,Hyderabad,Night,one,Evening,Bangalore,Business,21.76,14,37684
Vistara,UK-943,Delhi,Early_Morning,one,Night,Bangalore,Business,13.56,34,56913
Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Business,27.35,25,43207
Vistara,UK-864,Bangalore,Evening,one,Evening,Kolkata,Business,25.12,9,52606
Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,17.62,45,37595
Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Business,9.81,26,48742
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.98,17,6893
Vistara,UK-910,Mumbai,Evening,one,Evening,Chennai,Business,23.13,35,68071
Air_India,AI-442,Mumbai,Afternoon,one,Night,Hyderabad,Business,7.87,37,45552
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Business,12.85,42,59465
Vistara,UK-866,Bangalore,Night,one,Morning,Chennai,Business,14.21,11,44215
Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Chennai,Economy,27.09,46,4017
Air_India,AI-770,Kolkata,Night,one,Morning,Mumbai,Business,13.87,8,50687
Vistara,UK-977,Delhi,Evening,one,Morning,Bangalore,Business,13.87,10,63610
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Business,11.45,43,67351
Vistara,UK-778,Kolkata,Afternoon,one,Night,Chennai,Business,7.4,44,60685
Vistara,UK-772,Kolkata,Morning,one,Night,Hyderabad,Business,12.29,21,98715
Air_India,AI-676,Kolkata,Morning,two_or_more,Night,Bangalore,Economy,12.69,46,8393
AirAsia,I5-1454,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.26,39,2141
Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Business,10.87,43,60205
Indigo,6E-5325,Chennai,Evening,one,Late_Night,Kolkata,Economy,6.92,21,5295
GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,7.04,11,6043
